Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches
546,João Pedro,br BRA,FW,Cruzeiro,19,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
547,João Pedro,it ITA,FW,Grêmio,30,1992,6.8,10,1.46,5,0,1,1,1,2,3,0.44,2,0,0,1,0,0,Matches
548,João Pedro,br BRA,DF,Grêmio,26,1996,23.1,45,1.95,34,6,4,0,1,0,2,0.09,2,0,0,0,0,0,Matches
549,João Pedro Pepê,br BRA,MF,Grêmio,25,1998,15.5,27,1.74,24,0,1,0,2,0,4,0.26,4,0,0,0,0,0,Matches
550,Jean Pedroso,br BRA,DF,Coritiba,19,2004,6.5,6,0.92,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
551,Matheus Peixoto,br BRA,FW,Goiás,27,1995,9.8,15,1.54,9,0,1,3,0,2,2,0.20,1,0,0,1,0,0,Matches
552,Léo Pelé,br BRA,DF,Vasco da Gama,26,1996,30.2,29,0.96,27,0,1,0,1,0,1,0.03,1,0,0,0,0,0,Matches
553,Carlos de Pena,uy URU,"MF,FW",Internacional,30,1992,15.8,37,2.34,24,6,0,7,0,0,1,0.06,1,0,0,0,0,0,Matches
554,Léo Pereira,br BRA,DF,Flamengo,27,1996,29.4,29,0.99,27,0,0,2,0,0,2,0.07,1,0,0,1,0,0,Matches
555,Matheus Pereira,br BRA,"FW,MF",Cruzeiro,26,1996,11.4,41,3.61,29,7,0,3,2,0,3,0.26,3,0,0,0,0,0,Matches
556,Bruno Peres,br BRA,"DF,MF",Ath Paranaense,32,1990,1.7,1,0.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
557,Lucas Perri,br BRA,GK,Botafogo (RJ),25,1997,37.5,4,0.11,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
558,Lucas Piazon,br BRA,FW,Botafogo (RJ),29,1994,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
559,Yago Pikachu,br BRA,"FW,MF",Fortaleza,30,1992,19.5,68,3.49,48,5,4,7,4,0,4,0.21,1,0,2,1,0,0,Matches
560,Rodrigo Pinho,br BRA,FW,Coritiba,31,1991,4.3,11,2.57,4,0,0,3,4,0,0,0.00,0,0,0,0,0,0,Matches
561,Joaquín Piquerez,uy URU,DF,Palmeiras,24,1998,28.1,69,2.46,48,9,4,5,1,2,9,0.32,7,0,0,1,1,0,Matches
562,Gabriel Pirani,br BRA,"MF,FW",Fluminense,20,2002,4.4,7,1.59,5,0,1,0,1,0,1,0.23,1,0,0,0,0,0,Matches
563,Rafael Pires,br BRA,GK,São Paulo,33,1989,33.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
564,Lucas Piton,br BRA,DF,Vasco da Gama,22,2000,36.5,105,2.88,83,12,8,2,0,0,6,0.16,5,0,0,1,0,0,Matches
565,Isidro Pitta,py PAR,FW,Cuiabá,23,1999,9.1,26,2.84,18,0,2,1,5,0,3,0.33,3,0,0,0,0,0,Matches
566,Tomas Pochettino,ar ARG,"MF,FW",Fortaleza,26,1996,22.1,74,3.35,52,13,1,3,3,2,4,0.18,4,0,0,0,0,0,Matches
567,Luan Polli,br BRA,GK,Coritiba,29,1993,4.3,1,0.23,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
568,Wesley Pombo,br BRA,MF,Coritiba,20,2002,0.6,3,5.40,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
569,Mateo Ponte,uy URU,DF,Botafogo (RJ),19,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
570,William Pottker,br BRA,"FW,MF",Coritiba,29,1993,1.3,1,0.78,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
571,Bruno Praxedes,br BRA,MF,Vasco da Gama,20,2002,14.9,26,1.75,19,0,1,5,1,0,3,0.20,3,0,0,0,0,0,Matches
572,Bruno Praxedes,br BRA,MF,RB Bragantino,20,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
573,Erick Pulgar,cl CHI,MF,Flamengo,29,1994,22.2,36,1.62,33,0,0,2,1,0,4,0.18,4,0,0,0,0,0,Matches
574,Nicolás Quagliata,uy URU,"FW,MF",Cuiabá,23,1999,2.6,13,4.98,8,2,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches
575,Du Queiroz,br BRA,"MF,DF",Corinthians,23,2000,2.0,3,1.53,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
576,Yani Quintero,co COL,MF,RB Bragantino,20,2002,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
577,Igor Rabello,br BRA,DF,Atlético Mineiro,27,1995,7.7,5,0.65,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
578,Rafael,br BRA,DF,Botafogo (RJ),32,1990,5.4,7,1.31,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
579,Zé Rafael,br BRA,MF,Palmeiras,29,1993,28.5,65,2.28,49,1,2,5,7,1,6,0.21,4,0,0,1,1,0,Matches
580,Rafinha,br BRA,DF,São Paulo,37,1985,22.5,55,2.44,49,5,0,0,1,0,2,0.09,2,0,0,0,0,0,Matches
581,Rai,br BRA,MF,Botafogo (RJ),20,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
582,Eric Ramires,br BRA,MF,RB Bragantino,22,2000,15.3,47,3.07,38,1,1,5,2,0,5,0.33,4,0,0,1,0,0,Matches
583,Lucas Ramos,br BRA,FW,Internacional,22,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
584,Raí Ramos,br BRA,DF,São Paulo,28,1994,3.1,4,1.28,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
585,Marcelo Rangel,br BRA,GK,Goiás,34,1988,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
586,Pedro Rangel,br BRA,GK,Fluminense,22,2000,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
587,Raniele,br BRA,"MF,DF",Cuiabá,26,1996,32.1,41,1.28,27,0,0,4,6,4,5,0.16,1,0,0,2,2,0,Matches
588,Rafael Ratão,br BRA,"FW,MF",Bahia,27,1995,8.7,23,2.66,18,0,1,4,0,0,4,0.46,1,0,0,3,0,0,Matches
589,Wellington Rato,br BRA,"FW,MF",São Paulo,30,1992,19.6,86,4.39,49,25,4,7,0,1,7,0.36,5,2,0,0,0,0,Matches
590,Raul,br BRA,"MF,DF",RB Bragantino,26,1996,1.2,2,1.68,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
591,Pedro Raul,br BRA,FW,Vasco da Gama,26,1996,9.3,17,1.83,12,0,0,3,2,0,1,0.11,0,0,0,1,0,0,Matches
592,Leonardo Realpe,ec ECU,DF,RB Bragantino,21,2001,18.7,14,0.75,12,0,0,2,0,0,1,0.05,0,0,0,1,0,0,Matches
593,Reinaldo,br BRA,FW,Ath Paranaense,21,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
594,Reinaldo,br BRA,DF,Grêmio,33,1989,29.8,109,3.66,50,44,7,4,4,0,12,0.40,5,5,0,1,1,0,Matches
595,Renê,br BRA,DF,Internacional,30,1992,25.4,68,2.68,58,5,2,1,0,2,8,0.32,6,1,0,0,0,1,Matches
596,Réver,br BRA,"DF,FW",Atlético Mineiro,38,1985,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
597,Rezende,br BRA,"MF,DF",Bahia,28,1995,30.1,42,1.40,34,0,1,5,1,1,6,0.20,4,0,0,1,0,1,Matches
598,Everton Ribeiro,br BRA,"FW,MF",Flamengo,33,1989,16.4,61,3.72,48,10,0,1,0,2,7,0.43,5,2,0,0,0,0,Matches
599,João Ricardo Riedi,br BRA,GK,Fortaleza,34,1988,31.9,4,0.13,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
600,Zé Ricardo,br BRA,MF,Goiás,23,1999,11.9,39,3.28,30,0,4,1,3,1,2,0.17,2,0,0,0,0,0,Matches
601,Richard,br BRA,MF,Cruzeiro,28,1994,3.8,6,1.57,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
602,Rikelme,br BRA,DF,Cuiabá,19,2003,26.0,47,1.81,35,5,0,6,1,0,5,0.19,4,0,0,1,0,0,Matches
603,Tomás Rincón,ve VEN,MF,Santos,35,1988,13.2,24,1.82,19,1,1,3,0,0,4,0.30,3,0,0,1,0,0,Matches
604,Richard Ríos,co COL,MF,Palmeiras,22,2000,20.6,50,2.43,33,2,6,4,4,1,2,0.10,1,0,0,1,0,0,Matches
605,Robert,br BRA,"MF,FW",Cruzeiro,17,2005,2.1,2,0.97,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
606,Zé Roberto,br BRA,"FW,MF",Coritiba,29,1993,5.8,12,2.07,10,0,0,0,1,1,1,0.17,1,0,0,0,0,0,Matches
607,Robson,br BRA,"MF,FW",Coritiba,31,1991,26.1,59,2.26,42,2,2,4,9,0,11,0.42,6,1,0,1,3,0,Matches
608,Kaique Rocha,br BRA,DF,Ath Paranaense,21,2001,7.2,3,0.42,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
609,Marcos Rocha,br BRA,DF,Palmeiras,34,1988,14.0,49,3.49,39,8,1,0,0,1,3,0.21,3,0,0,0,0,0,Matches
610,Pedro Rocha Neves,br BRA,FW,Fortaleza,28,1994,0.4,2,5.29,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
611,Sergio Rochet,uy URU,GK,Internacional,29,1993,19.0,2,0.11,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
612,Rodrigo,br BRA,"MF,FW",São Paulo,18,2004,2.6,5,1.94,5,0,0,0,0,0,1,0.39,1,0,0,0,0,0,Matches
613,James Rodríguez,co COL,"MF,FW",São Paulo,31,1991,7.1,32,4.54,21,6,1,4,0,0,3,0.43,1,1,0,1,0,0,Matches
614,Rodriguinho,br BRA,"DF,MF",América (MG),19,2003,13.9,30,2.17,22,7,1,0,0,0,3,0.22,3,0,0,0,0,0,Matches
615,Matías Rojas,py PAR,"MF,FW",Corinthians,27,1995,7.0,23,3.26,12,8,1,2,0,0,3,0.43,0,2,0,1,0,0,Matches
616,Romarinho,br BRA,"FW,MF",Fortaleza,28,1994,3.2,19,5.94,14,0,3,1,1,0,1,0.31,1,0,0,0,0,0,Matches
617,Ángel Romero,py PAR,FW,Corinthians,30,1992,13.3,43,3.24,35,0,5,2,1,0,2,0.15,2,0,0,0,0,0,Matches
618,Silvio Romero,ar ARG,FW,Fortaleza,34,1988,4.4,14,3.17,11,0,0,1,2,0,2,0.45,2,0,0,0,0,0,Matches
619,Rômulo,br BRA,"FW,MF",Ath Paranaense,20,2002,5.7,11,1.95,6,0,3,0,2,0,1,0.18,0,0,0,0,1,0,Matches
620,Romulo,br BRA,"MF,DF",Internacional,22,2000,13.5,14,1.04,11,0,0,0,2,1,0,0.00,0,0,0,0,0,0,Matches
621,Ronald,br BRA,MF,Grêmio,19,2003,4.6,9,1.94,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
622,Ronald,br BRA,MF,Cuiabá,25,1997,6.5,19,2.92,14,2,1,0,1,1,2,0.31,2,0,0,0,0,0,Matches
623,Budiga Roni,br BRA,MF,Corinthians,23,1999,7.5,12,1.60,12,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
624,Lucas Ronier,br BRA,"FW,MF",Coritiba,18,2004,0.6,2,3.27,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
625,Rony,br BRA,FW,Palmeiras,27,1995,18.2,47,2.58,31,2,2,7,4,1,5,0.27,1,0,0,2,2,0,Matches
626,Vitor Roque,br BRA,FW,Ath Paranaense,17,2005,19.0,62,3.26,32,0,10,7,12,1,8,0.42,5,0,0,2,1,0,Matches
627,Diego Rosa,br BRA,"MF,DF",Bahia,20,2002,2.7,3,1.10,1,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
628,Rossi,br BRA,"MF,FW",Vasco da Gama,29,1993,4.4,24,5.07,17,5,1,0,1,0,7,1.48,5,1,1,0,0,0,Matches
629,Agustín Rossi,ar ARG,GK,Flamengo,27,1995,15.0,1,0.07,0,1,0,0,0,0,1,0.07,0,1,0,0,0,0,Matches
630,Rubens,br BRA,"DF,MF",Atlético Mineiro,21,2001,15.0,24,1.60,17,1,3,1,1,1,2,0.13,2,0,0,0,0,0,Matches
631,Daniel Ruiz Rivera,co COL,"FW,MF",Santos,21,2001,2.7,16,5.83,7,8,0,1,0,0,1,0.36,1,0,0,0,0,0,Matches
632,Rwan,br BRA,"MF,FW",Vasco da Gama,21,2001,0.4,2,5.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
633,Victor Sá,br BRA,FW,Botafogo (RJ),28,1994,23.6,72,3.05,54,1,8,3,5,1,11,0.47,5,1,2,1,2,0,Matches
634,Arthur Sales,br BRA,"FW,MF",Bahia,20,2002,3.2,8,2.47,5,0,0,2,1,0,1,0.31,0,0,0,0,1,0,Matches
635,Andreas Samaris,gr GRE,MF,Coritiba,33,1989,2.0,1,0.49,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
636,Philipe Sampaio,br BRA,DF,Botafogo (RJ),28,1994,5.5,1,0.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
637,Sander,br BRA,DF,Goiás,32,1990,17.1,43,2.51,28,13,1,1,0,0,4,0.23,2,2,0,0,0,0,Matches
638,Sandry,br BRA,MF,Santos,20,2002,2.1,3,1.42,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
639,Alex Santana,br BRA,MF,Ath Paranaense,27,1995,11.1,25,2.25,21,0,2,2,0,0,0,0.00,0,0,0,0,0,0,Matches
640,Santos,br BRA,GK,Flamengo,32,1990,5.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
641,Ademir Santos,br BRA,"FW,MF",Bahia,27,1995,19.3,70,3.62,40,7,10,3,9,1,5,0.26,2,0,1,0,2,0,Matches
642,Allyson Aires dos Santos,br BRA,DF,Cuiabá,32,1990,12.6,3,0.24,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
643,Andrey Santos,br BRA,MF,Vasco da Gama,18,2004,4.7,8,1.71,5,0,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches
644,Bruno Araújo dos Santos,pt POR,DF,Goiás,29,1993,5.0,11,2.18,7,0,1,2,1,0,1,0.20,1,0,0,0,0,0,Matches
645,Eduardo Santos,br BRA,DF,RB Bragantino,25,1997,11.3,4,0.35,2,0,0,2,0,0,1,0.09,1,0,0,0,0,0,Matches
646,Fábio Santos,br BRA,DF,Corinthians,37,1985,18.6,27,1.45,19,5,0,1,1,1,3,0.16,2,0,0,1,0,0,Matches
647,Juan Santos,br BRA,FW,São Paulo,20,2002,14.2,44,3.10,33,0,4,1,4,2,4,0.28,2,0,0,0,1,1,Matches
648,Júnior Santos,br BRA,FW,Botafogo (RJ),28,1994,24.0,74,3.08,42,1,16,8,7,0,7,0.29,2,0,2,1,2,0,Matches
649,Kauan Santos,br BRA,FW,Palmeiras,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
650,Luis Eduardo Marques dos Santos,br BRA,DF,Fortaleza,25,1997,4.3,9,2.10,8,0,1,0,0,0,1,0.23,0,0,1,0,0,0,Matches
651,Pedrinho Santos,br BRA,"FW,MF",Corinthians,16,2006,6.9,19,2.77,13,0,2,0,4,0,1,0.15,1,0,0,0,0,0,Matches
652,Renzo Saravia,ar ARG,DF,Atlético Mineiro,29,1993,19.0,37,1.95,23,5,2,2,3,2,6,0.32,4,0,0,0,1,1,Matches
653,Eduardo Sasha,br BRA,"FW,MF",RB Bragantino,30,1992,24.8,86,3.47,71,0,4,8,3,0,7,0.28,6,0,1,0,0,0,Matches
654,Lucas Sasha,br BRA,MF,Fortaleza,32,1990,11.3,25,2.21,22,0,0,1,1,1,2,0.18,2,0,0,0,0,0,Matches
655,Gustavo Sauer,br BRA,"FW,MF",Botafogo (RJ),29,1993,2.9,12,4.17,8,2,1,0,1,0,2,0.69,0,1,0,0,1,0,Matches
656,Cleiton Schwengber,br BRA,GK,RB Bragantino,25,1997,33.0,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
657,Luis Segovia,ec ECU,DF,Botafogo (RJ),25,1997,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
658,Matias Segovia,py PAR,FW,Botafogo (RJ),20,2003,7.2,32,4.43,26,1,3,1,1,0,3,0.42,3,0,0,0,0,0,Matches
659,Sidimar,br BRA,DF,Goiás,30,1992,11.2,9,0.80,6,1,0,2,0,0,1,0.09,1,0,0,0,0,0,Matches
660,Aderlan Silva,br BRA,DF,RB Bragantino,32,1990,15.8,42,2.66,31,4,1,3,1,2,2,0.13,1,0,0,1,0,0,Matches
661,Gabriel Silva,br BRA,"FW,MF",Coritiba,20,2002,1.0,1,0.99,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
662,Luan Silva,br BRA,MF,São Paulo,23,1999,6.8,6,0.89,4,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
663,Lucas Silva,br BRA,MF,Cruzeiro,29,1993,16.4,86,5.26,56,25,3,1,1,0,4,0.24,2,1,1,0,0,0,Matches
664,Lucas Silva,br BRA,MF,Grêmio,29,1993,2.5,3,1.22,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
665,Nathan Silva,br BRA,DF,Atlético Mineiro,25,1997,4.0,3,0.75,3,0,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches
666,Ricardo Silva,br BRA,DF,América (MG),30,1992,17.9,9,0.50,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
667,Wellington Silva,br BRA,FW,Cuiabá,30,1993,14.8,64,4.31,47,0,6,3,8,0,4,0.27,2,0,1,0,1,0,Matches
668,Maximiliano Silvera,uy URU,"MF,FW",Santos,25,1997,5.0,11,2.21,7,0,1,2,1,0,1,0.20,1,0,0,0,0,0,Matches
669,Simioni,br BRA,MF,Goiás,19,2003,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
670,Jailson Siqueira,br BRA,"MF,DF",Palmeiras,27,1995,1.8,7,3.89,7,0,0,0,0,0,2,1.11,2,0,0,0,0,0,Matches
671,Islam Slimani,dz ALG,FW,Coritiba,34,1988,9.1,15,1.65,10,0,0,3,2,0,2,0.22,2,0,0,0,0,0,Matches
672,Everton Soares,br BRA,"FW,MF",Flamengo,26,1996,19.3,93,4.81,58,7,19,5,2,2,12,0.62,7,1,3,0,1,0,Matches
673,Tiquinho Soares,br BRA,FW,Botafogo (RJ),32,1991,27.1,80,2.96,46,2,5,15,10,2,10,0.37,5,0,0,5,0,0,Matches
674,Fernando Sobral,br BRA,MF,Cuiabá,28,1994,21.1,58,2.74,35,6,7,1,6,3,4,0.19,3,0,1,0,0,0,Matches
675,Yeferson Soteldo,ve VEN,"FW,MF",Santos,25,1997,17.3,105,6.07,60,14,11,6,14,0,11,0.64,7,2,0,0,2,0,Matches
676,Yago Souza,br BRA,MF,América (MG),16,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
677,Everaldo Stum,br BRA,FW,Bahia,31,1991,24.2,57,2.36,42,0,4,9,2,0,5,0.21,3,0,1,1,0,0,Matches
678,Luis Suárez,uy URU,FW,Grêmio,36,1987,32.0,137,4.28,95,2,14,15,11,0,24,0.75,19,0,2,1,2,0,Matches
679,Bruno Tabata,br BRA,"MF,FW",Palmeiras,25,1997,1.4,4,2.93,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
680,Tadeu,br BRA,GK,Goiás,30,1992,35.0,10,0.29,8,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
681,Talisson,br BRA,FW,RB Bragantino,20,2002,1.7,5,2.98,0,0,3,0,2,0,1,0.60,0,0,1,0,0,0,Matches
682,Tchê Tchê,br BRA,"MF,DF",Botafogo (RJ),30,1992,29.5,92,3.12,65,8,7,6,6,0,10,0.34,8,1,1,0,0,0,Matches
683,Alex Teixeira,br BRA,"FW,MF",Vasco da Gama,33,1990,12.6,32,2.54,22,5,0,3,2,0,3,0.24,2,0,0,1,0,0,Matches
684,David Terans,uy URU,"MF,FW",Ath Paranaense,28,1994,4.4,15,3.44,9,4,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
685,Miguel Terceros,bo BOL,"MF,FW",Santos,18,2004,0.4,2,5.29,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
686,Thaciano,br BRA,"MF,FW",Bahia,27,1995,32.1,64,1.99,49,1,6,6,1,1,9,0.28,8,0,1,0,0,0,Matches
687,Thiago,br BRA,"FW,MF",Ath Paranaense,22,2000,2.5,9,3.60,9,0,0,0,0,0,1,0.40,1,0,0,0,0,0,Matches
688,Guilherme Tinga,br BRA,DF,Fortaleza,29,1993,28.7,69,2.40,57,9,0,2,0,1,4,0.14,4,0,0,0,0,0,Matches
689,Titi,br BRA,DF,Fortaleza,34,1988,31.6,25,0.79,21,1,0,1,0,2,3,0.09,1,1,0,0,0,1,Matches
690,Stênio Toledo,br BRA,"FW,MF",Cruzeiro,19,2003,3.2,13,4.01,11,0,1,0,1,0,1,0.31,1,0,0,0,0,0,Matches
691,Uendel,br BRA,DF,Cuiabá,34,1988,4.0,3,0.76,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
692,Júnior Urso,br BRA,MF,Coritiba,33,1989,3.3,4,1.20,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
693,Bruno Uvini,br BRA,DF,Grêmio,31,1991,16.1,6,0.37,3,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
694,Enner Valencia,ec ECU,FW,Internacional,33,1989,16.0,39,2.44,21,0,4,9,5,0,5,0.31,2,0,0,2,1,0,Matches
695,Vanderlan,br BRA,DF,Palmeiras,20,2002,10.1,19,1.88,13,1,4,1,0,0,3,0.30,2,0,1,0,0,0,Matches
696,Rodrigo Varanda,br BRA,"FW,MF",América (MG),20,2003,5.7,25,4.35,19,0,2,3,0,1,5,0.87,5,0,0,0,0,0,Matches
697,Guillermo Varela,uy URU,DF,Flamengo,29,1993,2.6,3,1.16,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
698,Eduardo Vargas,cl CHI,FW,Atlético Mineiro,33,1989,5.2,17,3.25,15,0,1,0,1,0,2,0.38,1,0,0,0,1,0,Matches
699,Pablo Vegetti,ar ARG,FW,Vasco da Gama,34,1988,19.9,26,1.31,12,0,2,8,4,0,4,0.20,1,0,0,1,2,0,Matches
700,Raphael Veiga,br BRA,MF,Palmeiras,27,1995,27.3,154,5.65,74,62,3,9,6,0,13,0.48,5,5,1,2,0,0,Matches
701,Fausto Vera,ar ARG,MF,Corinthians,22,2000,15.3,29,1.89,21,0,4,2,2,0,3,0.20,3,0,0,0,0,0,Matches
702,Patrick Verhon,br BRA,FW,Bahia,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
703,Lucas Veríssimo,br BRA,DF,Corinthians,27,1995,14.5,12,0.83,11,1,0,0,0,0,2,0.14,2,0,0,0,0,0,Matches
704,Bruno Viana,br BRA,DF,Coritiba,27,1995,9.0,3,0.33,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
705,Marcos Victor,br BRA,DF,Bahia,21,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
706,Paulo Victor,br BRA,DF,Vasco da Gama,21,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
707,Arturo Vidal,cl CHI,MF,Ath Paranaense,35,1987,4.2,12,2.84,9,0,0,0,2,1,0,0.00,0,0,0,0,0,0,Matches
708,Arturo Vidal,cl CHI,"MF,DF",Flamengo,35,1987,2.8,9,3.20,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
709,Felipe Vieira,br BRA,DF,Fluminense,17,2005,2.3,4,1.76,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
710,Luan Vieira,br BRA,"FW,MF",Grêmio,29,1993,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
711,Gustavo Vilar,br BRA,DF,Coritiba,22,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
712,Pedro Vilhena,br BRA,FW,São Paulo,20,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
713,Mathías Villasanti,py PAR,MF,Grêmio,26,1997,29.4,67,2.28,54,0,4,3,4,2,11,0.37,9,0,1,1,0,0,Matches
714,Marcos Vinicios Sorriso,br BRA,"FW,DF",RB Bragantino,21,2001,10.4,43,4.12,24,7,3,6,3,0,2,0.19,1,0,0,1,0,0,Matches
715,Vinicius,br BRA,MF,Santos,23,1999,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
716,Vinícius,br BRA,FW,Goiás,29,1993,13.0,49,3.77,36,1,6,5,0,1,3,0.23,2,0,1,0,0,0,Matches
717,Vinícius,br BRA,FW,Grêmio,31,1991,7.3,25,3.45,20,0,2,2,1,0,1,0.14,1,0,0,0,0,0,Matches
718,Marcos Vinicius,br BRA,"DF,MF",Coritiba,25,1997,1.9,3,1.55,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
719,Mateus Vital,br BRA,MF,Cruzeiro,24,1998,20.9,71,3.39,58,2,2,3,6,0,5,0.24,4,0,0,1,0,0,Matches
720,Vitão,br BRA,DF,Internacional,22,2000,22.7,16,0.71,13,0,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches
721,Vitão,br BRA,DF,Cuiabá,22,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
722,Vitinho,br BRA,"FW,MF",RB Bragantino,23,1999,22.8,85,3.74,55,8,8,9,4,1,9,0.40,6,0,1,2,0,0,Matches
723,Paulo Vitor,br BRA,"MF,DF",Cruzeiro,23,1999,1.4,4,2.88,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
724,Paulo Vitor,br BRA,MF,Atlético Mineiro,18,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
725,Rayan Vitor,br BRA,"FW,MF",Vasco da Gama,16,2006,2.9,8,2.72,5,0,1,2,0,0,0,0.00,0,0,0,0,0,0,Matches
726,Zé Vitor,br BRA,DF,Vasco da Gama,20,2002,1.2,2,1.64,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
